Question,Answer,OutputAnswers,chapter,question_number
"A metal alloy has been tested in a tensile test with the following results for the flow curve parameters: strength coefficient = 620.5 MPa and strain-hardening exponent = 0.26. The same metal is now tested in a compression test in which the starting height of the specimen = 62.5 mm and its diameter = 25 mm. Assuming that the cross section increases uniformly, determine the load required to compress the specimen to a height of (a) 50 mm ","Solution: Starting volume of test specimen V = pi*hDo^ 2/4 = 62.5pi(25)^2/4 = 30679.6 mm3. (a) At h = 50 mm, H = ln(62.5/50) = ln(1.25) = 0.223 Yf = 620.5(.223)^.26 = 420.1 MPa A = V/L = 30679.6/50 = 613.6 mm2 F = 420.1(613.6) = 257,770 N  ","To determine the load required to compress the specimen, we need to consider the metal's behavior as it deforms. In this scenario, the flow curve equation, which relates true stress (\(\sigma\)) and true strain (\(\epsilon\)) for the metal, is given by:

\[ \sigma = K \cdot \epsilon^n \]

where:
- \( K = 620.5 \) MPa is the strength coefficient,
- \( n = 0.26 \) is the strain-hardening exponent.

1. **Calculate the true strain (\(\epsilon\))**: 

   True strain in compression can be calculated using the formula:
   \[ \epsilon = \ln\left(\frac{h_0}{h_f}\right) \]

   where:
   - \( h_0 = 62.5 \, \text{mm} \) is the original height,
   - \( h_f = 50 \, \text{mm} \) is the final height.

   \[ \epsilon = \ln\left(\frac{62.5}{50}\right) = \ln(1.25) \approx 0.2231 \]

2. **Calculate the true stress (\(\sigma\))** using the flow curve equation:

   \[ \sigma = 620.5 \cdot (0.2231)^{0.26} \]

   Calculating the value,
   \[ \sigma = 620.5 \cdot 0.5885 \approx 365.13 \, \text{MPa} \]

3. **Determine the final cross-sectional area (A_f)** of the specimen:

   Volume is constant during deformation (assuming incompressibility), so the initial volume is equal to the final volume:

   \[ A_0 \cdot h_0 = A_f \cdot h_f \]

   where:
   - \( A_0 = \pi \left(\frac{d_0}{2}\right)^2 = \pi \left(\frac{25}{2}\right)^2 = 490.87 \, \text{mm}^2 \) is the initial cross-sectional area.

   Solving for \( A_f \):

   \[ A_f = \frac{A_0 \cdot h_0}{h_f} = \frac{490.87 \times 62.5}{50} \approx 613.59 \, \text{mm}^2 \]

4. **Calculate the load (F)** required:

   The load is the product of the true stress and the final cross-sectional area:

   \[ F = \sigma \cdot A_f \]

   \[ F = 365.13 \, \text{MPa} \cdot 613.59 \times 10^{-6} \, \text{m}^2 \]

   Converting MPa to N/mm² for consistency with mm²:

   \[ F = 365.13 \times 613.59 \approx 223,953.27 \, \text{N} \]

Thus, the load required to compress the specimen to a height of \(50 \, \text{mm}\) is approximately \(223,953 \, \text{N}\) or \(224 \, \text{kN}\).",3.0,3.18
"A metal alloy has been tested in a tensile test with the following results for the flow curve parameters: strength coefficient = 620.5 MPa and strain-hardening exponent = 0.26. The same metal is now tested in a compression test in which the starting height of the specimen = 62.5 mm and its diameter = 25 mm. Assuming that the cross section increases uniformly, determine the load required to compress the specimen to a height of  (b) 37.5 mm.","Solution: : Starting volume of test specimen V = pi*hDo^ 2/4 = 62.5pi(25)^2/4 = 30679.6 mm3.   (b) At h = 37.5 mm, H = ln(62.5/37.5) = ln(1.667) = 0.511 Yf = 620.5(0.511)^.26 = 521.1 MPa A = V/L = 30679.6 /37.5 = 818.1 mm2 F = 521.1(818.1) = 426,312 N","To solve this problem, we need to analyze the metal alloy under uniform compression and make use of the flow curve parameters provided from the tensile test \((K = 620.5 \text{ MPa}, n = 0.26)\). We assume the same parameters apply to compression (due to isotropy and symmetry in material properties).

### Step-by-Step Solution:

1. **Initial and Final States:**
   - Initial height \( h_0 = 62.5 \) mm.
   - Final height \( h_f = 37.5 \) mm.
   - Initial diameter \( d_0 = 25 \) mm.

2. **Calculate True Strain (\(\varepsilon\)):**

   True strain in compression is given by:
   \[
   \varepsilon = \ln\left(\frac{h_0}{h_f}\right)
   \]
   Substituting the values:
   \[
   \varepsilon = \ln\left(\frac{62.5}{37.5}\right) = \ln(1.6667) \approx 0.5108
   \]

3. **True Stress Calculation Using Flow Curve Equation:**

   The flow curve equation is given by:
   \[
   \sigma = K \varepsilon^n
   \]
   Substituting the known values:
   \[
   \sigma = 620.5 \times (0.5108)^{0.26}
   \]
   \[
   \sigma \approx 620.5 \times 0.8221 \approx 510.09 \text{ MPa}
   \]

4. **Calculate Cross-Sectional Area:**

   Since the material is assumed incompressible, the volume remains constant:
   \[
   A_0 \times h_0 = A_f \times h_f
   \]
   Initial area \( A_0 = \frac{\pi}{4} d_0^2 = \frac{\pi}{4} \times (25)^2 = 490.87 \text{ mm}^2\).
   Solve for final area \( A_f \):
   \[
   A_f = \frac{A_0 \times h_0}{h_f} = \frac{490.87 \times 62.5}{37.5}
   \]
   \[
   A_f = 818.12 \text{ mm}^2
   \]

5. **Calculate Load (P):**

   The load is given by the product of the true stress and the final cross-sectional area:
   \[
   P = \sigma \times A_f = 510.09 \times 818.12 \text{ N or MPa mm}^2
   \]
   Simplifying:
   \[
   P \approx 417,561 \text{ N} = 417.56 \text{ kN}
   \]

Thus, a compressive load of approximately **417.56 kN** is required to compress the specimen to a height of 37.5 mm.",3.0,3.18
"A steel test specimen (modulus of elasticity = 30 x 106 lb/in2) in a compression test has a starting height = 2.0 in and diameter = 1.5 in. The metal yields (0.2% offset) at a load = 140,000 lb. At a load of 260,000 lb, the height has been reduced to 1.6 in. Determine (a) yield strength.","Solution: (a) Starting volume of test specimen V = h*pi*D2/4 = 2(1.5)^2/4 = 3.534 in3. Ao = Do/4 = (1.5)^2/4 = 1.767 in2 Y = 140,000/1.767 = 79,224 lb/in2","To determine the yield strength of the steel specimen, we need to calculate the stress at which yielding occurs using the 0.2% offset method. The yield strength is the stress corresponding to this yield point.

First, we calculate the cross-sectional area of the specimen:

For a circular cross-section with diameter \( d = 1.5 \) in, the area \( A \) is given by:
\[
A = \frac{\pi d^2}{4} = \frac{\pi (1.5)^2}{4} = \frac{\pi \times 2.25}{4} \approx 1.767 \, \text{in}^2
\]

Next, we calculate the yield strength (\( \sigma_y \)), which is the stress corresponding to the yield load (140,000 lb):

The stress \( \sigma \) is defined as the force divided by the area:
\[
\sigma = \frac{\text{Force}}{\text{Area}} = \frac{140,000 \, \text{lb}}{1.767 \, \text{in}^2} \approx 79,222 \, \text{lb/in}^2
\]

Therefore, the yield strength of the specimen is approximately \( 79,222 \, \text{psi} \) (pounds per square inch).",3.0,3.2
"A bend test is used for a certain hard material. If the transverse rupture strength of the material is known to be 1000 MPa, what is the anticipated load at which the specimen is likely to fail, given that its width = 15 mm, thickness = 10 mm, and length = 60 mm?","Solution: F = (TRS)(bt^2)/1.5L = 1000(15 x 10^2)/(1.5 x 60) = 16,667 N.","To determine the anticipated load at which the specimen is likely to fail during a bend test, given the transverse rupture strength and the dimensions of the specimen, we use the formula for transverse rupture strength in a three-point bending test:

\[
\sigma = \frac{3PL}{2bd^2}
\]

Where:
- \(\sigma\) is the transverse rupture strength (in MPa),
- \(P\) is the load at failure (in Newtons),
- \(L\) is the length of the support span (in mm),
- \(b\) is the width of the specimen (in mm),
- \(d\) is the thickness of the specimen (in mm).

Given:
- \(\sigma = 1000\) MPa,
- \(b = 15\) mm,
- \(d = 10\) mm,
- \(L = 60\) mm.

We want to find \(P\). Rearrange the formula to solve for \(P\):

\[
P = \frac{2\sigma bd^2}{3L}
\]

Substituting the known values:

\[
P = \frac{2 \times 1000 \times 15 \times 10^2}{3 \times 60}
\]

Calculate step by step:

1. Calculate \(bd^2\):
   \[
   bd^2 = 15 \times 10^2 = 15 \times 100 = 1500 \text{ mm}^3
   \]

2. Substitute and calculate \(P\):
   \[
   P = \frac{2 \times 1000 \times 1500}{3 \times 60} = \frac{3000000}{180}
   \]

3. Divide 3000000 by 180:
   \[
   P = 16666.67 \text{ N}
   \]

Thus, the anticipated load at which the specimen is likely to fail is approximately 16666.67 Newtons.",3.0,3.21
A special ceramic specimen is tested in a bend test. Its width = 0.50 in and thickness = 0.25 in. The length of the specimen between supports = 2.0 in. Determine the transverse rupture strength if failure occurs at a load = 1700 lb.,"Solution: TRS = 1.5FL/bt^2 = 1.5(1700)(2.0)/(0.5 x 0.25^2) = 163,200 lb/in2.","To calculate the transverse rupture strength (also known as flexural strength or modulus of rupture) for the ceramic specimen in a bend test, we use the formula for a three-point bending test:

\[
\sigma_{\text{fs}} = \frac{3PL}{2bt^2}
\]

where:
- \(\sigma_{\text{fs}}\) is the transverse rupture strength.
- \(P\) is the load at fracture (1700 lb).
- \(L\) is the length between supports (2.0 in).
- \(b\) is the width of the specimen (0.50 in).
- \(t\) is the thickness of the specimen (0.25 in).

Substitute the given values into the formula:

\[
\sigma_{\text{fs}} = \frac{3 \times 1700 \, \text{lb} \times 2.0 \, \text{in}}{2 \times 0.50 \, \text{in} \times (0.25 \, \text{in})^2}
\]

\[
\sigma_{\text{fs}} = \frac{3 \times 1700 \times 2.0}{2 \times 0.50 \times 0.0625}
\]

\[
\sigma_{\text{fs}} = \frac{10200}{0.0625}
\]

\[
\sigma_{\text{fs}} = 163200 \, \text{psi}
\]

Thus, the transverse rupture strength of the ceramic specimen is 163,200 psi.",3.0,3.22
"A torsion test specimen has a radius = 25 mm, wall thickness = 3 mm, and gage length = 50 mm. In testing, a torque of 900 N-m results in an angular deflection = 0.3. Determine (a) the shear stress, (b) shear strain","Solution: (a) W = T/(2R2t) = (900 x 1000)/(2pi(25)^2(3)) = 76.39 MPa. (b) J = RD/L, D = 0.3(2pi/360) = 0.005236 radians  J = 25(0.005236)/50 = 0.002618 ","To determine the shear stress and shear strain from a torsion test, you can use the following relations:

### (a) Shear Stress (\(\tau\)):
The shear stress (\(\tau\)) in a hollow circular shaft subjected to a torque (\(T\)) is given by:

\[
\tau = \frac{T \cdot c}{J}
\]

where:
- \(T\) is the applied torque.
- \(c\) is the outer radius of the shaft.
- \(J\) is the polar moment of inertia for a hollow circular shaft, given by:
  
  \[
  J = \frac{\pi}{2} (c^4 - a^4)
  \]

  - \(c\) is the outer radius,
  - \(a\) is the inner radius.

Given:
- Outer radius, \(c = 25 \, \text{mm} = 0.025 \, \text{m}\)
- Thickness, \(t = 3 \, \text{mm} = 0.003 \, \text{m}\)

The inner radius, \(a = c - t = 0.025 \, \text{m} - 0.003 \, \text{m} = 0.022 \, \text{m}\).

Let's compute \(J\):

\[
J = \frac{\pi}{2} ((0.025)^4 - (0.022)^4) = \frac{\pi}{2} (3.90625 \times 10^{-7} - 2.35168 \times 10^{-7})
\]

\[
J \approx \frac{\pi}{2} \times 1.55457 \times 10^{-7} \approx 2.44 \times 10^{-7} \, \text{m}^4
\]

Now compute \(\tau\):

\[
\tau = \frac{900 \, \text{N}\cdot\text{m} \times 0.025 \, \text{m}}{2.44 \times 10^{-7} \, \text{m}^4} \approx 9.23 \times 10^{5} \, \text{N/m}^2 = 923 \, \text{MPa}
\]

### (b) Shear Strain (\(\gamma\)):
The shear strain (\(\gamma\)) in the shaft is given by:

\[
\gamma = \frac{c \cdot \theta}{L}
\]

where:
- \(\theta\) is the angular deflection in radians,
- \(L\) is the gage length of the specimen.

Given:
- Angular deflection, \(\theta = 0.3 \, \text{rad}\),
- Gage length, \(L = 50 \, \text{mm} = 0.05 \, \text{m}\).

Compute \(\gamma\):

\[
\gamma = \frac{0.025 \, \text{m} \cdot 0.3}{0.05 \, \text{m}} = 0.15
\]

Thus, the shear stress is approximately 923 MPa, and the shear strain is 0.15.",3.0,3.23
"In a torsion test, a torque of 5000 ft-lb is applied which causes an angular deflection = 1q on a thin-walled tubular specimen whose radius = 1.5 in, wall thickness = 0.10 in, and gage length = 2.0 in. Determine (a) the shear stress, (b) shear strain","Solution: (a) W = T/(2piR2t) = (5000 x 12)/(2pi(1.5)^2(0.1)) = 42,441 lb/in2. (b) J = RD/L, D = 1(2pi/360) = 0.01745 rad., J = 1.5(0.01745)/2.0 = 0.01309  ","To solve this problem, we can use the relationships for shear stress and shear strain in a thin-walled circular tube under torsion.

### (a) Shear Stress

For a thin-walled tube, the formula for shear stress \((\tau)\) is:
\[
\tau = \frac{T}{2\pi r t}
\]
Where:
- \( T \) is the applied torque,
- \( r \) is the mean radius of the tube,
- \( t \) is the wall thickness.

Substitute the given values:
- \( T = 5000 \, \text{ft-lb} = 60,000 \, \text{in-lb} \) (because 1 ft = 12 in),
- \( r = 1.5 \, \text{in} \),
- \( t = 0.10 \, \text{in} \).

\[
\tau = \frac{60,000}{2\pi \times 1.5 \times 0.10}
\]

Calculate \(\tau\):
\[
\tau = \frac{60,000}{0.9424778} \approx 63,695 \, \text{psi}
\]

### (b) Shear Strain

Shear strain \((\gamma)\) is related to the angle of twist \((\theta)\), the radius \((r)\), and the gage length \((L)\) by the formula:
\[
\gamma = \frac{r \theta}{L}
\]

The angle of deflection given is \(1^\circ\), which is approximately \(\frac{\pi}{180}\) radians.

Substitute the given values:
- \( r = 1.5 \, \text{in} \),
- \( \theta = \frac{\pi}{180} \, \text{radians} \),
- \( L = 2.0 \, \text{in} \).

\[
\gamma = \frac{1.5 \times \frac{\pi}{180}}{2.0}
\]

Calculate \(\gamma\):
\[
\gamma \approx \frac{1.5 \times 0.0174533}{2} \approx 0.01308
\]

Thus, the shear stress is approximately 63,695 psi, and the shear strain is approximately 0.01308.",3.0,3.24
"In a Brinell hardness test, a 1500-kg load is pressed into a specimen using a 10-mm-diameter hardened steel ball. The resulting indentation has a diameter = 3.2 mm. (a) Determine the Brinell hardness number for the metal. (b) If the specimen is steel, estimate the tensile strength of the steel.","Solution: (a) HB = 2(1500)/(10pi(10 -(10^2 -3.2^2)^.5) = 3000/(10pi x 0.5258) = 182 BHN (b) The estimating formula is: TS = 500(HB). For a tested hardness of HB = 182, TS = 500(182) = 91,000 lb/in2.","To determine the Brinell hardness number (BHN) for the metal, we can use the Brinell hardness formula:

\[
BHN = \frac{2P}{\pi D (D - \sqrt{D^2 - d^2})}
\]

where:
- \(P\) is the load in kilograms-force (kgf),
- \(D\) is the diameter of the ball indenter in millimeters (mm),
- \(d\) is the diameter of the indentation in millimeters (mm).

Given:
\(P = 1500 \, \text{kgf}\),
\(D = 10 \, \text{mm}\),
\(d = 3.2 \, \text{mm}\).

Let's plug in the numbers:

\[
BHN = \frac{2 \times 1500}{\pi \times 10 \left(10 - \sqrt{10^2 - 3.2^2}\right)}
\]

First, calculate \( \sqrt{D^2 - d^2} \):

\[
\sqrt{10^2 - 3.2^2} = \sqrt{100 - 10.24} = \sqrt{89.76} \approx 9.475
\]

Now substituting back:

\[
BHN = \frac{3000}{\pi \times 10 \left(10 - 9.475\right)} = \frac{3000}{\pi \times 10 \times 0.525}
\]

\[
BHN = \frac{3000}{16.493}
\]

\[
BHN \approx 182
\]

So, the Brinell hardness number is approximately 182.

(b) To estimate the tensile strength of the steel, there is a general empirical relationship known for steels, which often correlates Brinell hardness numbers with tensile strength:

\[
\text{Tensile Strength (MPa)} \approx 3.5 \times \text{BHN}
\]

Using the calculated BHN:

\[
\text{Tensile Strength} \approx 3.5 \times 182 = 637 \, \text{MPa}
\]

Thus, the estimated tensile strength of the steel is approximately 637 MPa.",3.0,3.25
"One of the inspectors in the quality control department has frequently used the Brinell and Rockwell hardness tests, for which equipment is available in the company. He claims that all hardness tests are based on the same principle as the Brinell test, which is that hardness is always measured as the applied load divided by the area of the impressions made by an indentor. (a) Is he correct? (b) If not, what are some of the other principles involved in hardness testing, and what are the associated tests?","Solution: (a) No, the claim is not correct. Not all hardness tests are based on the applied load divided by area, but many of them are. (b) Some of the other hardness tests and operating principles include: (1) Rockwell hardness test, which measures the depth of indentation of a cone resulting from an applied load; (2) Scleroscope, which measures the rebound height of a hammer dropped from a certain distance against a surface specimen; and (3) Durometer, which measures elastic deformation by pressing an indentor into the surface of rubber and similar soft materials.","(a) The inspector is not entirely correct. While the Brinell hardness test indeed measures hardness based on the principle of applied load divided by the surface area of the indentation, not all hardness tests follow this exact principle.

(b) Other hardness tests involve different principles and methodologies:

1. **Rockwell Hardness Test**: This test measures hardness based on the depth of penetration under a large load compared to the penetration made under a preliminary minor load. It uses a different scale system based on the depth of indentation rather than the surface area.

2. **Vickers Hardness Test**: Similar to the Brinell test, the Vickers test calculates hardness by dividing the applied load by the surface area of the indentation. However, it uses a diamond pyramid indenter, which allows it to be used for both macro and micro hardness testing.

3. **Knoop Hardness Test**: This test measures the hardness based on an elongated diamond indenter that produces an indentation with a long diagonal. The hardness number is derived from the load over the projected area of the indentation, making it suitable for brittle materials or thin specimens.

4. **Shore Scleroscope Test**: This is a dynamic hardness test that measures the rebound height of a diamond-tipped hammer dropped from a known height onto the material. The principle here is entirely different as it relates to elastic rebound rather than indentation size or depth.

5. **Mohs Hardness Scale**: Unlike the other tests mentioned, the Mohs scale is a relative hardness scale based on a material's ability to scratch another material. It is a qualitative rather than quantitative measure and does not involve applied loads or indentation.

Each of these tests has its own set of standards and is suitable for different types of materials and applications.",3.0,3.26
"A batch of annealed steel has just been received from the vendor. It is supposed to have a tensile strength in the range 60,000 -70,000 lb/in2. A Brinell hardness test in the receiving department yields a value of HB = 118. (a) Does the steel meet the specification on tensile strength?","Solution: (a) TS = 500(HB) = 500(118) = 59,000 lb/in2. This lies outside the specified range of 60,000 to 70,000 lb/in2. However, from a legal standpoint, it is unlikely that the batch can be rejected on the basis of its measured Brinell hardness number without using an actual tensile test to measure TS. The formula for converting from Brinell hardness number to tensile strength is only an approximating equation. ","To determine if the steel meets the specified tensile strength, we can use the empirical correlation between Brinell hardness number (HB) and tensile strength for steels. The tensile strength \(\sigma\) in psi can be estimated from the Brinell hardness using the following approximate relationship:

\[
\sigma (\text{psi}) \approx HB \times 500
\]

For the given HB of 118:

\[
\sigma \approx 118 \times 500 = 59,000 \, \text{psi}
\]

The measured tensile strength is 59,000 psi, which is slightly below the specified range of 60,000 - 70,000 psi. Therefore, based on the Brinell hardness test and this approximation, the steel does not meet the specified tensile strength requirement. However, it's important to note that this relationship is an estimate and additional testing may be warranted for confirmation.",3.0,3.27
"A batch of annealed steel has just been received from the vendor. It is supposed to have a tensile strength in the range 60,000 -70,000 lb/in2. A Brinell hardness test in the receiving department yields a value of HB = 118. (b) Estimate the yield strength of the material.","Solution:  (b) Based on Table 3.2 in the text, the ratio of Y to TS for low carbon steel = 25,000/45,000 =0.555. Using this ratio, we can estimate the yield strength to be Y = 0.555(59,000) = 32,700 lb/in2.","To estimate the yield strength from the given Brinell hardness number (HB), you can use an empirical relationship that relates the Brinell hardness number to tensile strength and yield strength for steel. One common approximation for estimating yield strength (\(\sigma_y\)) based on the Brinell hardness number is:

\[
\sigma_y \approx \frac{HB}{3}
\]

Given that the Brinell hardness (HB) is 118, you can estimate the yield strength as follows:

\[
\sigma_y \approx \frac{118}{3} \approx 39.33 \text{ ksi (or 39,330 psi)}
\]

This is a general estimation, and the actual yield strength may vary depending on the specific composition and treatment of the steel. It's also important to note that this empirical relationship is more accurate for steels where the Brinell hardness is above 150. With a lower Brinell hardness like 118, there may be increased variability, so consider this an approximation.",3.0,3.27
"Two flat plates, separated by a space of 4 mm, are moving relative to each other at a velocity of 5 m/sec. The space between them is occupied by a fluid of unknown viscosity. The motion of the plates is resisted by a shear stress of 10 Pa due to the viscosity of the fluid. Assuming that the velocity gradient of the fluid is constant, determine the coefficient of viscosity of the fluid.",Solution: Shear rate = (5 m/s x 1000 mm/m)/(4 mm) = 1250 s-1 K = (10N/m2)/(1250 s-1) = 0.008 N-s/m2 = 0.008 Pa-s,"To determine the coefficient of viscosity of the fluid, we can use the formula that relates shear stress (\(\tau\)), velocity gradient (\(\frac{du}{dy}\)), and viscosity (\(\mu\)):

\[
\tau = \mu \frac{du}{dy}
\]

Where:
- \(\tau\) is the shear stress (10 Pa),
- \(\mu\) is the dynamic viscosity,
- \(\frac{du}{dy}\) is the velocity gradient.

The velocity gradient \(\frac{du}{dy}\) is the change in velocity (\(du\)) divided by the separation between the plates (\(dy\)):

\[
\frac{du}{dy} = \frac{v}{d}
\]

Given that the relative velocity \(v\) of the plates is 5 m/s and the distance \(d\) between the plates is 4 mm (which is 0.004 m), the velocity gradient is:

\[
\frac{du}{dy} = \frac{5 \, \text{m/s}}{0.004 \, \text{m}} = 1250 \, \text{s}^{-1}
\]

Now, substituting the values into the shear stress equation to solve for the viscosity \(\mu\):

\[
10 \, \text{Pa} = \mu \times 1250 \, \text{s}^{-1}
\]

\[
\mu = \frac{10 \, \text{Pa}}{1250 \, \text{s}^{-1}} = 0.008 \, \text{Pa} \cdot \text{s}
\]

Therefore, the coefficient of viscosity of the fluid is 0.008 \(\text{Pa} \cdot \text{s}\).",3.0,3.28
"Two parallel surfaces, separated by a space of 0.5 in that is occupied by a fluid, are moving relative to each other at a velocity of 25 in/sec. The motion is resisted by a shear stress of 0.3 lb/in2 due to the viscosity of the fluid. If the velocity gradient in the space between the surfaces is constant, determine the viscosity of the fluid.",Solution: Shear rate = (25 in/sec)/(0.5 in) = 50 sec-1 K = (0.3 lb/in2)/(50 sec-1) = 0.0006 lb-sec/in2.,"To determine the viscosity of the fluid, we can use the definition of dynamic viscosity in the context of shear flow between two parallel surfaces. The relationship between shear stress (\(\tau\)), dynamic viscosity (\(\mu\)), and velocity gradient (\(\frac{du}{dy}\)) is given by the formula:

\[
\tau = \mu \cdot \frac{du}{dy}
\]

Where:
- \(\tau\) is the shear stress (0.3 lb/in²)
- \(\mu\) is the dynamic viscosity
- \(\frac{du}{dy}\) is the velocity gradient

The velocity gradient for a constant velocity gradient scenario is the change in velocity (\(\Delta u\)) divided by the distance between the two surfaces (\(\Delta y\)):

\[
\frac{du}{dy} = \frac{\Delta u}{\Delta y}
\]

Given:
- \(\Delta u = 25 \, \text{in/sec}\) (velocity difference between the two surfaces)
- \(\Delta y = 0.5 \, \text{in}\) (distance between the two surfaces)

Substituting the given values:

\[
\frac{du}{dy} = \frac{25 \, \text{in/sec}}{0.5 \, \text{in}} = 50 \, \text{sec}^{-1}
\]

Now, solve for the dynamic viscosity \(\mu\):

\[
\tau = \mu \cdot \frac{du}{dy}
\]

\[
0.3 \, \text{lb/in}^2 = \mu \cdot 50 \, \text{sec}^{-1}
\]

\[
\mu = \frac{0.3 \, \text{lb/in}^2}{50 \, \text{sec}^{-1}}
\]

\[
\mu = 0.006 \, \text{lb}\cdot\text{sec/in}^2
\]

Therefore, the viscosity of the fluid is \(0.006 \, \text{lb}\cdot\text{sec/in}^2\).",3.0,3.29
A 125.0-mm-diameter shaft rotates inside a stationary bushing whose inside diameter = 125.6 mm and length = 50.0 mm. In the clearance between the shaft and the bushing is a lubricating oil whose viscosity = 0.14 Pa-s. The shaft rotates at a velocity of 400 rev/min; this speed and the action of the oil are sufficient to keep the shaft centered inside the bushing. Determine the magnitude of the torque due to viscosity that acts to resist the rotation of the shaft.,Solution: Bushing internal bearing area A = (125.6)^2 x 50/4 = 19729.6 mm2 = 19729.2(10^-6) m2 d = (125.6 -125)/2 = 0.3 mm v = (125pi mm/rev)(400 rev/min)(1 min/60 sec) = 2618.0 mm/s Shear rate = 2618/0.3 = 8726.6 s-1     W = (0.14)(8726.6) = 1221.7 Pa = 1221.7 N/mm2 Force on surface between shaft and bushing = (1221.7 N/mm2)(19729.2(10^-6)) = 24.1 N Torque T = 24.1 N x 125/2 mm = 1506.4 N-mm = 1.506 N-m,"To determine the magnitude of the torque due to viscosity that acts to resist the rotation of the shaft, we can use the concept of viscous shear in the thin film of oil between the rotating shaft and the stationary bushing. This shear causes a resistive torque.

First, let's summarize the given data:
- Diameter of shaft, \(d_s = 125.0\) mm = 0.125 m
- Diameter of bushing, \(d_b = 125.6\) mm = 0.1256 m
- Clearance, \(c = \frac{d_b - d_s}{2} = \frac{0.1256 - 0.1250}{2} = 0.0003\) m
- Length of bushing, \(L = 50.0\) mm = 0.050 m
- Viscosity of oil, \(\mu = 0.14\) Pa·s
- Rotation speed, \(N = 400\) rev/min

1. **Convert the rotational speed to radians per second:**
   \[
   \omega = 400 \, \text{rev/min} \times \frac{2\pi \, \text{rad}}{1 \, \text{rev}} \times \frac{1 \, \text{min}}{60 \, \text{s}} = \frac{800\pi}{60} \, \text{rad/s} = \frac{40\pi}{3} \, \text{rad/s}
   \]

2. **Calculate the shear stress:**
   The shear stress \(\tau\) is given by:
   \[
   \tau = \mu \cdot \frac{u}{c}
   \]
   where \(u = \omega \cdot r\) is the linear velocity of the shaft surface and \(r = \frac{d_s}{2} = 0.0625\) m.
   \[
   u = \frac{40\pi}{3} \, \text{rad/s} \times 0.0625 \, \text{m} = \frac{40\pi \cdot 0.0625}{3} \, \text{m/s}
   \]
   Substituting in the known values:
   \[
   \tau = 0.14 \, \text{Pa} \cdot \text{s} \times \frac{40\pi \cdot 0.0625}{3 \times 0.0003}
   \]

3. **Calculate the torque:**
   The torque \(T\) is determined by integrating the shear stress over the surface area of the cylinder:
   \[
   T = \int \tau \cdot r \, dA = \int \tau \cdot r \cdot (r \, d\theta \cdot L) = \tau \cdot r^2 \cdot L \cdot \int_0^{2\pi} d\theta = \tau \cdot r^2 \cdot L \cdot 2\pi
   \]
   Substituting \(\tau\):
   \[
   T = \left( 0.14 \, \text{Pa} \cdot \text{s} \times \frac{40\pi \cdot 0.0625}{3 \times 0.0003} \right) \cdot (0.0625)^2 \cdot 0.050 \cdot 2\pi
   \]

Calculating:
\[
u = \frac{40\pi \times 0.0625}{3} \approx 2.617993 \, \text{m/s}
\]
\[
\tau \approx 0.14 \times \frac{2.617993}{0.0003} \approx 1222.463 \, \text{Pa}
\]
\[
T \approx 1222.463 \times (0.0625)^2 \times 0.050 \times 2\pi \approx 0.14946 \, \text{N}\cdot\text{m}
\]

Thus, the magnitude of the torque due to viscosity that acts to resist the rotation of the shaft is approximately 0.149 N·m.",3.0,3.3
"The starting diameter of a shaft is 25.00 mm. This shaft is to be inserted into a hole in an expansion fit assembly operation. To be readily inserted, the shaft must be reduced in diameter by cooling. Determine the temperature to which the shaft must be reduced from room temperature (20C) in order to reduce its diameter to 24.98 mm. Refer to Table 4.1.","Solution: For steel, a = 12(10^-6) mm/mm/C according to Table 4.1. Revise Eq. (4.1) to D2-D1= aD1(T2-T1). 24.98 -25.00 = 12(10^-6)(25.00)(T2 -20) -0.02 = 300(10^-6)(T2 -20) -0.02 = 0.0003(T2 -20) = 0.0003T2 -0.006 -.02 + 0.006 = 0.0003T2 -0.014 = 0.0003T2                             T2= -46.67C","To determine the temperature to which the shaft must be cooled to achieve the desired diameter reduction, we'll need to apply the concept of thermal contraction and use the coefficient of linear thermal expansion. The general formula for linear dimensional change due to temperature is:

\[
\Delta L = L_0 \cdot \alpha \cdot \Delta T
\]

Where:
- \( \Delta L \) is the change in length (or diameter in this case).
- \( L_0 \) is the initial length (or diameter).
- \( \alpha \) is the coefficient of linear thermal expansion for the material.
- \( \Delta T \) is the change in temperature (final temperature - initial temperature).

Given:
- Initial diameter \( L_0 = 25.00 \, \text{mm} \)
- Final diameter \( 24.98 \, \text{mm} \)
- Change in diameter \( \Delta L = 24.98 \, \text{mm} - 25.00 \, \text{mm} = -0.02 \, \text{mm} \)
- Initial temperature \( T_0 = 20^\circ C \)

We need the coefficient of linear thermal expansion \( \alpha \) from the referenced Table 4.1. Unfortunately, I don't have access to Table 4.1, so you'll need to provide \( \alpha \) for the shaft material, or we can use typical values if you specify the material type.

Assuming you provide (or know) \( \alpha \), the above equation can be rearranged to find \( \Delta T \):

\[
\Delta T = \frac{\Delta L}{L_0 \cdot \alpha}
\]

The final temperature \( T_f \) can be calculated as:

\[
T_f = T_0 + \Delta T 
\]

Once you have \( \alpha \), you can substitute these values to find the temperature to which the shaft must be cooled.",4.0,4.1
