Question,Answer,OutputAnswers,chapter,question_number
"A metal alloy has been tested in a tensile test with the following results for the flow curve parameters: strength coefficient = 620.5 MPa and strain-hardening exponent = 0.26. The same metal is now tested in a compression test in which the starting height of the specimen = 62.5 mm and its diameter = 25 mm. Assuming that the cross section increases uniformly, determine the load required to compress the specimen to a height of (a) 50 mm ","Solution: Starting volume of test specimen V = pi*hDo^ 2/4 = 62.5pi(25)^2/4 = 30679.6 mm3. (a) At h = 50 mm, H = ln(62.5/50) = ln(1.25) = 0.223 Yf = 620.5(.223)^.26 = 420.1 MPa A = V/L = 30679.6/50 = 613.6 mm2 F = 420.1(613.6) = 257,770 N  ","To determine the load required to compress the specimen to a desired height, we must first understand the relationship between the true stress and true strain in the material, which can be described by the flow curve equation: 

\[
\sigma = K \cdot \epsilon^n
\]

where:
- \(\sigma\) is the true stress,
- \(K\) is the strength coefficient (620.5 MPa),
- \(\epsilon\) is the true strain, and
- \(n\) is the strain-hardening exponent (0.26).

### Step-by-Step Calculation:

1. **Calculate the Initial Volume of the Specimen**:

   The initial volume \(V_i\) of the cylinder is given by:
   \[
   V_i = \pi \cdot \left(\frac{d_i}{2}\right)^2 \cdot h_i
   \]
   where \(d_i = 25\) mm and \(h_i = 62.5\) mm. Therefore:
   \[
   V_i = \pi \cdot \left(\frac{25}{2}\right)^2 \cdot 62.5
   \]

2. **Calculate the Final Volume of the Specimen**:

   The final volume \(V_f\) after deformation is same as \(V_i\), since volume is conserved in plastic deformation under compression:
   \[
   V_f = V_i = \pi \cdot \left(\frac{d_f}{2}\right)^2 \cdot h_f 
   \]

   Given the final height \(h_f = 50\) mm, \(V_f = V_i\).

3. **Determine the Final Diameter**:

   Setting initial and final volumes equal:
   \[
   \pi \cdot \left(\frac{25}{2}\right)^2 \cdot 62.5 = \pi \cdot \left(\frac{d_f}{2}\right)^2 \cdot 50
   \]

   Solving for \(d_f\):
   \[
   \left(\frac{d_f}{2}\right)^2 = \frac{62.5}{50} \cdot \left(\frac{25}{2}\right)^2
   \]

   \[
   d_f = 25 \times \sqrt{\frac{62.5}{50}}
   \]

4. **Calculate the True Strain**: 

   True strain in height reduction is given by:
   \[
   \epsilon = \ln\left(\frac{h_i}{h_f}\right) = \ln\left(\frac{62.5}{50}\right)
   \]

5. **Calculate the True Stress**: 

   Using the flow curve:
   \[
   \sigma = 620.5 \cdot \left(\ln\left(\frac{62.5}{50}\right)\right)^{0.26}
   \]

6. **Calculate the Load \(F\)**:

   The load required to achieve this true stress is given by the following:
   \[
   F = \sigma \cdot A_f 
   \]

   where \(A_f = \pi \cdot \left(\frac{d_f}{2}\right)^2\) is the final cross-sectional area. Thus:
   \[
   F = 620.5 \cdot \left(\ln\left(\frac{62.5}{50}\right)\right)^{0.26} \times \pi \cdot \left(\frac{d_f}{2}\right)^2
   \]

Now substitute the calculated values back into the equations to find the exact load \(F\).",3.0,3.18
"A metal alloy has been tested in a tensile test with the following results for the flow curve parameters: strength coefficient = 620.5 MPa and strain-hardening exponent = 0.26. The same metal is now tested in a compression test in which the starting height of the specimen = 62.5 mm and its diameter = 25 mm. Assuming that the cross section increases uniformly, determine the load required to compress the specimen to a height of  (b) 37.5 mm.","Solution: : Starting volume of test specimen V = pi*hDo^ 2/4 = 62.5pi(25)^2/4 = 30679.6 mm3.   (b) At h = 37.5 mm, H = ln(62.5/37.5) = ln(1.667) = 0.511 Yf = 620.5(0.511)^.26 = 521.1 MPa A = V/L = 30679.6 /37.5 = 818.1 mm2 F = 521.1(818.1) = 426,312 N","To determine the load required to compress the specimen to a height of 37.5 mm, we will utilize the flow curve equation for the material, which relates true stress (\(\sigma\)) and true strain (\(\epsilon\)):

\[
\sigma = K \epsilon^n
\]

where \(K\) is the strength coefficient and \(n\) is the strain-hardening exponent. 

Given:
- \(K = 620.5 \, \text{MPa}\)
- \(n = 0.26\)

In a compression test, true strain (\(\epsilon\)) is calculated using the formula for logarithmic strain, based on the initial height (\(h_0\)) and final height (\(h_f\)) of the specimen:

\[
\epsilon = \ln\left(\frac{h_0}{h_f}\right)
\]

Initial height, \(h_0 = 62.5 \, \text{mm}\)

Final height, \(h_f = 37.5 \, \text{mm}\)

Calculate true strain:

\[
\epsilon = \ln\left(\frac{62.5}{37.5}\right) = \ln(1.6667) \approx 0.5108
\]

Substitute the true strain into the flow curve equation to find true stress:

\[
\sigma = 620.5 \times (0.5108)^{0.26}
\]

\[
\sigma \approx 620.5 \times 0.6678 \approx 414.34 \, \text{MPa}
\]

To determine the load, we need the contact area at the compressed state. Let's calculate the change in volume, assuming volume constancy:

Initial volume, \(V_0 = \pi \left(\frac{d_0}{2}\right)^2 h_0\)

Final volume, \(V_f = \pi \left(\frac{d_f}{2}\right)^2 h_f\)

Since \(V_0 = V_f\),

\[
\pi \left(\frac{d_0}{2}\right)^2 h_0 = \pi \left(\frac{d_f}{2}\right)^2 h_f
\]

Solving for \(d_f\):  

\[
d_f = d_0 \sqrt{\frac{h_0}{h_f}} = 25 \times \sqrt{\frac{62.5}{37.5}} \approx 32.41 \, \text{mm}
\]

Calculate the final cross-sectional area, \(A_f\):

\[
A_f = \pi \left(\frac{32.41}{2}\right)^2 \approx 825.36 \, \text{mm}^2
\]

Finally, calculate the load \(F\) required:

\[
F = \sigma \times A_f = 414.34 \, \text{MPa} \times 825.36 \times 10^{-6} \, \text{m}^2 \approx 342.32 \, \text{kN}
\]

Thus, the load required to compress the specimen to a height of 37.5 mm is approximately 342.32 kN.",3.0,3.18
"A steel test specimen (modulus of elasticity = 30 x 106 lb/in2) in a compression test has a starting height = 2.0 in and diameter = 1.5 in. The metal yields (0.2% offset) at a load = 140,000 lb. At a load of 260,000 lb, the height has been reduced to 1.6 in. Determine (a) yield strength.","Solution: (a) Starting volume of test specimen V = h*pi*D2/4 = 2(1.5)^2/4 = 3.534 in3. Ao = Do/4 = (1.5)^2/4 = 1.767 in2 Y = 140,000/1.767 = 79,224 lb/in2","To determine the yield strength of the steel specimen, we need to use the yield load and the cross-sectional area of the specimen.

The yield strength (\(\sigma_y\)) can be calculated using the formula:

\[
\sigma_y = \frac{F_y}{A_0}
\]

where:
- \(F_y\) is the yield load, which is given as 140,000 lb.
- \(A_0\) is the initial cross-sectional area of the specimen.

The initial cross-sectional area \(A_0\) of the circular specimen can be calculated using the formula for the area of a circle:

\[
A_0 = \pi \left(\frac{d}{2}\right)^2
\]

where \(d\) is the diameter of the specimen, which is given as 1.5 in.

Let's calculate \(A_0\):

\[
A_0 = \pi \left(\frac{1.5}{2}\right)^2 = \pi (0.75)^2 = \pi \times 0.5625 \approx 1.7671 \, \text{in}^2
\]

Now, we can calculate the yield strength:

\[
\sigma_y = \frac{140,000}{1.7671} \approx 79,218 \, \text{psi}
\]

Therefore, the yield strength of the steel specimen is approximately 79,218 psi.",3.0,3.2
"A bend test is used for a certain hard material. If the transverse rupture strength of the material is known to be 1000 MPa, what is the anticipated load at which the specimen is likely to fail, given that its width = 15 mm, thickness = 10 mm, and length = 60 mm?","Solution: F = (TRS)(bt^2)/1.5L = 1000(15 x 10^2)/(1.5 x 60) = 16,667 N.","To determine the anticipated load at which a specimen is likely to fail during a bend test, given the transverse rupture strength (TRS), we can use the following formula for calculating the maximum bending stress in a rectangular cross-section, which is derived from the formula for bending stress:

\[
\sigma = \frac{3PL}{2bt^2}
\]

where:
- \(\sigma\) is the transverse rupture strength (TRS), which is 1000 MPa in this case.
- \(P\) is the load at which the specimen is likely to fail, which we need to find.
- \(L\) is the length of the specimen between supports, which is 60 mm.
- \(b\) is the width of the specimen, which is 15 mm.
- \(t\) is the thickness of the specimen, which is 10 mm.

First, convert TRS from MPa to N/mm² (since 1 MPa = 1 N/mm²):

\[
1000 \, \text{MPa} = 1000 \, \text{N/mm}^2
\]

Rearrange the formula to solve for \(P\):

\[
P = \frac{2bt^2\sigma}{3L}
\]

Substitute the known values into this equation:

\[
P = \frac{2 \times 15 \, \text{mm} \times (10 \, \text{mm})^2 \times 1000 \, \text{N/mm}^2}{3 \times 60 \, \text{mm}}
\]

Calculate \(P\):

\[
P = \frac{2 \times 15 \times 100 \times 1000}{3 \times 60}
\]

\[
P = \frac{3000 \times 1000}{180}
\]

\[
P = \frac{3000000}{180}
\]

\[
P = 16666.67 \, \text{N}
\]

Thus, the anticipated load at which the specimen is likely to fail is approximately 16667 N.",3.0,3.21
A special ceramic specimen is tested in a bend test. Its width = 0.50 in and thickness = 0.25 in. The length of the specimen between supports = 2.0 in. Determine the transverse rupture strength if failure occurs at a load = 1700 lb.,"Solution: TRS = 1.5FL/bt^2 = 1.5(1700)(2.0)/(0.5 x 0.25^2) = 163,200 lb/in2.","To determine the transverse rupture strength (also known as the flexural strength) of the ceramic specimen in a bend test, you will use the following formula for a three-point bend test:

\[
\sigma_{\text{fs}} = \frac{3FL}{2bt^2}
\]

Where:
- \(\sigma_{\text{fs}}\) is the transverse rupture strength,
- \(F\) is the load at fracture (1700 lb),
- \(L\) is the length of the specimen between supports (2.0 in),
- \(b\) is the width of the specimen (0.50 in),
- \(t\) is the thickness of the specimen (0.25 in).

Substituting the given values into the formula:

\[
\sigma_{\text{fs}} = \frac{3 \times 1700 \, \text{lb} \times 2.0 \, \text{in}}{2 \times 0.50 \, \text{in} \times (0.25 \, \text{in})^2}
\]

First, calculate the denominator:

\[
2 \times 0.50 \, \text{in} \times (0.25 \, \text{in})^2 = 2 \times 0.50 \times 0.0625 = 0.0625 \, \text{in}^3
\]

Now insert this into the equation:

\[
\sigma_{\text{fs}} = \frac{3 \times 1700 \times 2.0}{0.0625}
\]

Calculate the numerator part:

\[
3 \times 1700 \times 2.0 = 10200
\]

Now divide by the denominator:

\[
\sigma_{\text{fs}} = \frac{10200}{0.0625} = 163200 \, \text{psi}
\]

Thus, the transverse rupture strength of the specimen is 163,200 psi.",3.0,3.22
"A torsion test specimen has a radius = 25 mm, wall thickness = 3 mm, and gage length = 50 mm. In testing, a torque of 900 N-m results in an angular deflection = 0.3. Determine (a) the shear stress, (b) shear strain","Solution: (a) W = T/(2R2t) = (900 x 1000)/(2pi(25)^2(3)) = 76.39 MPa. (b) J = RD/L, D = 0.3(2pi/360) = 0.005236 radians  J = 25(0.005236)/50 = 0.002618 ","To find the shear stress and shear strain in a hollow cylindrical specimen undergoing torsion, we can utilize the following formulas:

### (a) Shear Stress
The shear stress \(\tau\) in a hollow cylindrical specimen subjected to a torque \(T\) is given by the formula:

\[
\tau = \frac{T \cdot c}{J}
\]

where:
- \(T\) is the applied torque,
- \(c\) is the outer radius of the tube,
- \(J\) is the polar moment of inertia for a hollow circular section.

The polar moment of inertia \(J\) for a hollow tube is calculated as:

\[
J = \frac{\pi}{2} (c^4 - c_{\text{inner}}^4)
\]

Given:
- Outer radius \(c = 25 \, \text{mm} = 0.025 \, \text{m}\)
- Wall thickness \(t = 3 \, \text{mm} = 0.003 \, \text{m}\)
- Thus, the inner radius \(c_{\text{inner}} = c - t = 0.025 \, \text{m} - 0.003 \, \text{m} = 0.022 \, \text{m}\)

So we calculate \(J\) as follows:

\[
J = \frac{\pi}{2} ((0.025)^4 - (0.022)^4)
\]

Calculate each component:

\[
(0.025)^4 = 3.90625 \times 10^{-8} \, \text{m}^4
\]
\[
(0.022)^4 = 2.341376 \times 10^{-8} \, \text{m}^4
\]

Thus:

\[
J = \frac{\pi}{2} (3.90625 \times 10^{-8} - 2.341376 \times 10^{-8}) = \frac{\pi}{2} \times 1.564874 \times 10^{-8}
\]
\[
J \approx 2.46 \times 10^{-8} \, \text{m}^4
\]

Now calculate the shear stress \(\tau\):

\[
\tau = \frac{900 \, \text{N-m} \times 0.025\, \text{m}}{2.46 \times 10^{-8} \, \text{m}^4}
\]
\[
\tau = \frac{22.5}{2.46 \times 10^{-8}} \approx 9.15 \times 10^{8} \, \text{Pa} = 91.5 \, \text{MPa}
\]

### (b) Shear Strain
The shear strain \(\gamma\) in a torsion test is related to the angular deflection \(\theta\) and the gage length \(L\) by:

\[
\gamma = \frac{c \cdot \theta}{L}
\]

Convert \(\theta\) from degrees to radians. Since \(\theta = 0.3\) (assuming radians), if it were in degrees, it needed conversion.

Given:
- \(\theta = 0.3\) radians
- Gage length \(L = 50 \, \text{mm} = 0.05 \, \text{m}\)

Calculate \(\gamma\):

\[
\gamma = \frac{0.025 \, \text{m} \times 0.3}{0.05 \, \text{m}}
\]
\[
\gamma = \frac{0.0075}{0.05} = 0.15
\]

Thus, the shear stress is approximately \(91.5 \, \text{MPa}\), and the shear strain is \(0.15\).",3.0,3.23
"In a torsion test, a torque of 5000 ft-lb is applied which causes an angular deflection = 1q on a thin-walled tubular specimen whose radius = 1.5 in, wall thickness = 0.10 in, and gage length = 2.0 in. Determine (a) the shear stress, (b) shear strain","Solution: (a) W = T/(2piR2t) = (5000 x 12)/(2pi(1.5)^2(0.1)) = 42,441 lb/in2. (b) J = RD/L, D = 1(2pi/360) = 0.01745 rad., J = 1.5(0.01745)/2.0 = 0.01309  ","To find the shear stress and shear strain in a thin-walled tubular specimen subjected to a torsion test, you can use the following formulas:

(a) **Shear Stress (\( \tau \))**

For a thin-walled tube, the shear stress (\( \tau \)) can be calculated using the formula:

\[
\tau = \frac{T}{2 \pi r t}
\]

Where:
- \( T \) is the torque applied (in consistent units).
- \( r \) is the mean radius of the tube (in consistent units).
- \( t \) is the wall thickness (in consistent units).

First, convert the given values to consistent units. We convert radius and thickness from inches to feet:
- Radius, \( r = 1.5 \) in = \( 1.5/12 \) ft = 0.125 ft
- Thickness, \( t = 0.10 \) in = \( 0.10/12 \) ft ≈ 0.00833 ft

Now, substitute the values into the shear stress formula:
\[
\tau = \frac{5000 \, \text{ft-lb}}{2 \pi \times 0.125 \, \text{ft} \times 0.00833 \, \text{ft}}
\]

Calculating:
\[
\tau = \frac{5000}{2 \times 3.14159 \times 0.125 \times 0.00833} \approx 76,394 \, \text{lb/ft}^2
\]

Convert lb/ft² to psi:
1 ft² = 144 in², so:
\[
\tau \approx \frac{76,394}{144} \approx 530.5 \, \text{psi} 
\]

(b) **Shear Strain (\( \gamma \))**

The shear strain (\( \gamma \)) in a torsion test relates the angular deflection to the dimensions of the specimen:

\[
\gamma = \frac{r \theta}{L}
\]

Where:
- \( \theta \) is the angular deflection in radians.
- \( r \) is the radius already converted to feet.
- \( L \) is the gage length in consistent units.

First, convert the angle from degrees to radians. The given angular deflection is 1 degree:
\[
\theta = 1^\circ \times \left(\frac{\pi}{180}\right) \, \text{radians} \approx 0.0174533 \, \text{radians}
\]

Next, convert the gage length to feet:
- Gage length, \( L = 2.0 \) in = \( 2.0/12 \) ft = 0.1667 ft

Now substitute the values into the shear strain formula:
\[
\gamma = \frac{0.125 \, \text{ft} \times 0.0174533 \, \text{radians}}{0.1667 \, \text{ft}}
\]

Calculating:
\[
\gamma \approx \frac{0.0021817}{0.1667} \approx 0.0131 \, \text{(no units)}
\]

So, the shear strain is approximately 0.0131.",3.0,3.24
"In a Brinell hardness test, a 1500-kg load is pressed into a specimen using a 10-mm-diameter hardened steel ball. The resulting indentation has a diameter = 3.2 mm. (a) Determine the Brinell hardness number for the metal. (b) If the specimen is steel, estimate the tensile strength of the steel.","Solution: (a) HB = 2(1500)/(10pi(10 -(10^2 -3.2^2)^.5) = 3000/(10pi x 0.5258) = 182 BHN (b) The estimating formula is: TS = 500(HB). For a tested hardness of HB = 182, TS = 500(182) = 91,000 lb/in2.","To solve this problem, we will apply the formulas associated with the Brinell hardness test.

### Part (a): Determine the Brinell hardness number (BHN).

The Brinell hardness number (BHN) is calculated with the formula:

\[
BHN = \frac{2F}{\pi D (D - \sqrt{D^2 - d^2})}
\]

Where:
- \( F \) is the applied force in kilograms-force (kgf), which is 1500 kgf.
- \( D \) is the diameter of the indenter ball, which is 10 mm.
- \( d \) is the diameter of the indentation, which is 3.2 mm.

Let's plug in the values:

\[
BHN = \frac{2 \times 1500}{\pi \times 10 \times \left(10 - \sqrt{10^2 - 3.2^2}\right)}
\]

First, calculate \( \sqrt{10^2 - 3.2^2} \):

\[
\sqrt{10^2 - 3.2^2} = \sqrt{100 - 10.24} = \sqrt{89.76} \approx 9.475
\]

Now substitute back into the BHN equation:

\[
BHN = \frac{3000}{\pi \times 10 \times (10 - 9.475)}
\]

\[
BHN = \frac{3000}{\pi \times 10 \times 0.525}
\]

\[
BHN \approx \frac{3000}{16.493 \times \pi}
\]

\[
BHN \approx \frac{3000}{51.787}
\]

\[
BHN \approx 57.93
\]

Therefore, the Brinell hardness number is approximately 57.93.

### Part (b): Estimate the tensile strength of the steel.

For steel, there's a known empirical correlation between tensile strength (\( TS \)) in megapascals (MPa) and Brinell hardness number:

\[
TS \, (\text{MPa}) \approx 3.45 \times BHN
\]

Using the calculated BHN:

\[
TS \approx 3.45 \times 57.93
\]

\[
TS \approx 199.87 \, \text{MPa}
\]

So, the estimated tensile strength of the steel is approximately 199.87 MPa.",3.0,3.25
"One of the inspectors in the quality control department has frequently used the Brinell and Rockwell hardness tests, for which equipment is available in the company. He claims that all hardness tests are based on the same principle as the Brinell test, which is that hardness is always measured as the applied load divided by the area of the impressions made by an indentor. (a) Is he correct? (b) If not, what are some of the other principles involved in hardness testing, and what are the associated tests?","Solution: (a) No, the claim is not correct. Not all hardness tests are based on the applied load divided by area, but many of them are. (b) Some of the other hardness tests and operating principles include: (1) Rockwell hardness test, which measures the depth of indentation of a cone resulting from an applied load; (2) Scleroscope, which measures the rebound height of a hammer dropped from a certain distance against a surface specimen; and (3) Durometer, which measures elastic deformation by pressing an indentor into the surface of rubber and similar soft materials.","(a) The inspector is not entirely correct. While the Brinell hardness test does measure hardness as the applied load divided by the area of the impression, not all hardness tests operate on this exact principle.

(b) Other hardness tests use different principles:

1. **Rockwell Hardness Test**: Unlike the Brinell test, the Rockwell hardness test measures the depth of penetration under a large load compared to a smaller preliminary load. It doesn't directly calculate hardness from the surface area of the indentation. Instead, it gives a hardness number based on the depth of penetration.

2. **Vickers Hardness Test**: Similar to Brinell, the Vickers test calculates hardness as the load divided by the surface area of the indentation. However, the Vickers test uses a diamond pyramid indenter and is capable of testing materials with a wide range of hardness because it can accommodate varying loads.

3. **Knoop Hardness Test**: Like the Vickers, the Knoop test uses a diamond indenter, but it creates an elongated indentation. The Knoop test is particularly useful for brittle materials or thin sheets because it has a more elongated impression, reducing the risk of cracking in the sample.

4. **Shore Durometer**: Used primarily for elastomers and polymers, the Shore durometer measures hardness based on the depth of penetration of a specific type of indenter under a specific load. The principle relies on the resistance of the material to indentation rather than calculating an area.

Each of these hardness tests uses different principles, indenters, and methods to suit various types of materials and scales of measurement. The choice of test often depends on the material being tested and the specific information needed about its hardness properties.",3.0,3.26
"A batch of annealed steel has just been received from the vendor. It is supposed to have a tensile strength in the range 60,000 -70,000 lb/in2. A Brinell hardness test in the receiving department yields a value of HB = 118. (a) Does the steel meet the specification on tensile strength?","Solution: (a) TS = 500(HB) = 500(118) = 59,000 lb/in2. This lies outside the specified range of 60,000 to 70,000 lb/in2. However, from a legal standpoint, it is unlikely that the batch can be rejected on the basis of its measured Brinell hardness number without using an actual tensile test to measure TS. The formula for converting from Brinell hardness number to tensile strength is only an approximating equation. ","To determine if the steel meets the specified tensile strength range based on the Brinell hardness number (HB), we can use an empirical relation that correlates hardness and tensile strength for steel. One common relationship is given by:

\[ \text{Tensile Strength (psi)} \approx \text{HB} \times c \]

where \( c \) is a constant factor that often ranges between 480 and 500 for steel.

Given that the Brinell hardness number (HB) is 118, we can estimate the tensile strength using both values of \( c \) to find the range:

1. **Using \( c = 480 \):**

   \[ \text{Tensile Strength} \approx 118 \times 480 = 56,640 \, \text{psi} \]

2. **Using \( c = 500 \):**

   \[ \text{Tensile Strength} \approx 118 \times 500 = 59,000 \, \text{psi} \]

Thus, depending on the exact value of \( c \), the estimated tensile strength ranges from approximately 56,640 psi to 59,000 psi.

Since the required tensile strength is 60,000 - 70,000 psi, the steel does not meet the specified range on tensile strength based on the Brinell hardness test result.",3.0,3.27
"A batch of annealed steel has just been received from the vendor. It is supposed to have a tensile strength in the range 60,000 -70,000 lb/in2. A Brinell hardness test in the receiving department yields a value of HB = 118. (b) Estimate the yield strength of the material.","Solution:  (b) Based on Table 3.2 in the text, the ratio of Y to TS for low carbon steel = 25,000/45,000 =0.555. Using this ratio, we can estimate the yield strength to be Y = 0.555(59,000) = 32,700 lb/in2.","To estimate the yield strength of the annealed steel based on the Brinell hardness number, we can use empirical relationships that connect the Brinell hardness number (HB) with yield strength (\(\sigma_y\)). One common empirical formula that relates Brinell hardness to yield strength for steels is:

\[
\sigma_y \approx \frac{HB \times 500}{3}
\]

Given that the Brinell hardness number \(HB\) is 118, we can substitute this value into the formula to estimate the yield strength:

\[
\sigma_y \approx \frac{118 \times 500}{3} \approx \frac{59000}{3} \approx 19666.67 \, \text{lb/in}^2
\]

Therefore, the estimated yield strength of the material is approximately 19,667 lb/in\(^2\). This is a rough estimation, as the relationship between hardness and yield strength can vary based on material composition and treatment history.",3.0,3.27
"Two flat plates, separated by a space of 4 mm, are moving relative to each other at a velocity of 5 m/sec. The space between them is occupied by a fluid of unknown viscosity. The motion of the plates is resisted by a shear stress of 10 Pa due to the viscosity of the fluid. Assuming that the velocity gradient of the fluid is constant, determine the coefficient of viscosity of the fluid.",Solution: Shear rate = (5 m/s x 1000 mm/m)/(4 mm) = 1250 s-1 K = (10N/m2)/(1250 s-1) = 0.008 N-s/m2 = 0.008 Pa-s,"To determine the coefficient of viscosity (also known as the dynamic viscosity) of the fluid, we can use Newton's law of viscosity, which is given by:

\[
\tau = \mu \frac{du}{dy}
\]

where:
- \(\tau\) is the shear stress,
- \(\mu\) is the dynamic viscosity coefficient,
- \(\frac{du}{dy}\) is the velocity gradient.

In this scenario, two parallel plates are moving relative to each other, with a fluid in between. Given:
- The shear stress \(\tau = 10 \, \text{Pa}\),
- The relative velocity between the plates \(du = 5 \, \text{m/s}\),
- The distance between the plates \(dy = 4 \, \text{mm} = 0.004 \, \text{m}\).

Assuming the velocity gradient is constant, the velocity gradient \(\frac{du}{dy}\) is calculated as:

\[
\frac{du}{dy} = \frac{5 \, \text{m/s}}{0.004 \, \text{m}} = 1250 \, \text{s}^{-1}
\]

Now, rearrange the equation for Newton's law of viscosity to solve for the dynamic viscosity \(\mu\):

\[
\mu = \frac{\tau}{\frac{du}{dy}}
\]

Substituting the given values:

\[
\mu = \frac{10 \, \text{Pa}}{1250 \, \text{s}^{-1}} = 0.008 \, \text{Pa} \cdot \text{s}
\]

Therefore, the coefficient of viscosity of the fluid is \(0.008 \, \text{Pa} \cdot \text{s}\).",3.0,3.28
"Two parallel surfaces, separated by a space of 0.5 in that is occupied by a fluid, are moving relative to each other at a velocity of 25 in/sec. The motion is resisted by a shear stress of 0.3 lb/in2 due to the viscosity of the fluid. If the velocity gradient in the space between the surfaces is constant, determine the viscosity of the fluid.",Solution: Shear rate = (25 in/sec)/(0.5 in) = 50 sec-1 K = (0.3 lb/in2)/(50 sec-1) = 0.0006 lb-sec/in2.,"To determine the viscosity of the fluid, we can use the relationship between shear stress, viscosity, and velocity gradient. The shear stress (\(\tau\)) is related to the viscosity (\(\mu\)) and the velocity gradient (\(du/dy\)) by the formula:

\[
\tau = \mu \frac{du}{dy}
\]

Where:
- \(\tau\) is the shear stress,
- \(\mu\) is the dynamic viscosity of the fluid,
- \(du/dy\) is the velocity gradient across the parallel surfaces.

Given:
- \(\tau = 0.3 \, \text{lb/in}^2\),
- Velocity of the surfaces, \(V = 25 \, \text{in/sec}\),
- Separation between the surfaces, \(dy = 0.5 \, \text{in}\).

The velocity gradient (\(du/dy\)) is the change in velocity per unit distance between the surfaces. Assuming a linear velocity profile due to the constant velocity gradient:

\[
\frac{du}{dy} = \frac{V}{dy} = \frac{25 \, \text{in/sec}}{0.5 \, \text{in}} = 50 \, \text{sec}^{-1}
\]

Now, substitute these values into the shear stress equation to solve for the viscosity (\(\mu\)):

\[
0.3 \, \text{lb/in}^2 = \mu \times 50 \, \text{sec}^{-1}
\]

Solving for \(\mu\):

\[
\mu = \frac{0.3 \, \text{lb/in}^2}{50 \, \text{sec}^{-1}} = 0.006 \, \text{lb-sec/in}^2
\]

Thus, the viscosity of the fluid is \(0.006 \, \text{lb-sec/in}^2\).",3.0,3.29
A 125.0-mm-diameter shaft rotates inside a stationary bushing whose inside diameter = 125.6 mm and length = 50.0 mm. In the clearance between the shaft and the bushing is a lubricating oil whose viscosity = 0.14 Pa-s. The shaft rotates at a velocity of 400 rev/min; this speed and the action of the oil are sufficient to keep the shaft centered inside the bushing. Determine the magnitude of the torque due to viscosity that acts to resist the rotation of the shaft.,Solution: Bushing internal bearing area A = (125.6)^2 x 50/4 = 19729.6 mm2 = 19729.2(10^-6) m2 d = (125.6 -125)/2 = 0.3 mm v = (125pi mm/rev)(400 rev/min)(1 min/60 sec) = 2618.0 mm/s Shear rate = 2618/0.3 = 8726.6 s-1     W = (0.14)(8726.6) = 1221.7 Pa = 1221.7 N/mm2 Force on surface between shaft and bushing = (1221.7 N/mm2)(19729.2(10^-6)) = 24.1 N Torque T = 24.1 N x 125/2 mm = 1506.4 N-mm = 1.506 N-m,"To determine the magnitude of the torque due to viscosity that acts to resist the rotation of the shaft, we can use the formula for viscous torque in a cylindrical bearing:

\[ T = \frac{2\pi n \mu L R^3}{c} \]

where:
- \( T \) is the torque,
- \( n \) is the rotational speed in revolutions per second,
- \( \mu \) is the dynamic viscosity of the oil,
- \( L \) is the length of the bushing,
- \( R \) is the radius of the shaft,
- \( c \) is the radial clearance between the shaft and the bushing.

First, we convert the rotational speed from revolutions per minute to revolutions per second:

\[ n = \frac{400 \text{ rev/min}}{60 \text{ s/min}} = \frac{400}{60} \text{ rev/s} \approx 6.67 \text{ rev/s} \]

Convert the diameters to radii and mm to meters:

- The radius of the shaft, \( R \), is half of its diameter:
  \[ R = \frac{125.0 \text{ mm}}{2} = 62.5 \text{ mm} = 0.0625 \text{ m} \]

- The radial clearance \( c \) between the shaft and the bushing is:
  \[ c = \frac{125.6 \text{ mm} - 125.0 \text{ mm}}{2} = 0.3 \text{ mm} = 0.0003 \text{ m} \]

Given values:
- Viscosity, \( \mu = 0.14 \text{ Pa-s} \)
- Bushing length, \( L = 50.0 \text{ mm} = 0.050 \text{ m} \)

Now, substitute these values into the formula for torque:

\[ T = \frac{2 \pi \cdot 6.67 \cdot 0.14 \cdot 0.050 \cdot (0.0625)^3}{0.0003} \]

Calculating each component:

- \( 2\pi \approx 6.2832 \)
- \( n = 6.67 \text{ rev/s} \)
- \( \mu = 0.14 \text{ Pa-s} \)
- \( L = 0.050 \text{ m} \)
- \( R^3 = (0.0625)^3 = 0.000244140625 \text{ m}^3 \)
- \( c = 0.0003 \text{ m} \)

\[ T = \frac{6.2832 \cdot 6.67 \cdot 0.14 \cdot 0.050 \cdot 0.000244140625}{0.0003} \]

\[ T \approx \frac{0.000720220896 \cdot 6.2832}{0.0003} \]

\[ T \approx \frac{0.004525513172}{0.0003} \]

\[ T \approx 15.085 \text{ N·m} \]

Therefore, the magnitude of the torque due to viscosity that acts to resist the rotation of the shaft is approximately \( 15.09 \text{ N·m} \).",3.0,3.3
