Question,Answer
"Briefly describe the injection molding process.Answer. Injection molding is a process in which a polymer is heated to a highly plastic state and forced to fl ow under high pressure into a mold cavity, where it solidifi es. The molded part, called a molding, is then removed from the cavity. The process produces discrete components that are almost always net shape. The production cycle time is typically in the range of 10 to 30 sec, although cycles of 1 min or longer are not uncommon for large parts. Also, the mold may contain more than one cavity, so that multiple moldings are produced each cycle. A 13.18	An injection molding machine is divided into two principal components; identify them.",Answer. The components of an injection molding machine are: (1) the injection unit and (2) the clamping unit.
What are the two basic types of clamping units?,"Answer. The clamping units are: (1) mechanical toggle clamp and (2) hydraulic. In addition, there are hydromechanical units which combine hydraulic and mechanical actuations."
Gates in injection molds have several functions; name them.,"Answer. The functions of gates in an injection mold are: (1) to increase shear rate to increase viscosity and temperature of the polymer melt, (2) the thinner cross- section of the gate freezes more rapidly to seal off the cavity; and (3) parts can be more easily broken off the runner at the gate."
What are the advantages of a three-plate mold over a two- plate mold in injection molding?,"Answer. As the mold opens, the three-plate mold automatically separates the molded part(s) from the runner system."
Discuss some of the defects that can occur in plastic injection molding.,"Answer. The defects include: short shots, in which the polymer melt solidifies before filling the cavity; flashing, in which the polymer melt is squeezed into the parting surfaces between the mold halves and around ejection pins; sink marks, in which the surface is drawn into the molding by contraction of internal material; and weld lines where the melt has flowed around a core or"
Describe structural foam molding.,Answer. Structural foam molding is an injection molding process in which a gas or gas-producing ingredient is mixed with the polymer melt prior to injection into the mold cavity; this results in the part having a tough outer skin surrounded by a foam core.
What are the significant differences in the equipment and operating procedures between injection molding of thermoplastics and injection molding of thermosets?,"Answer. The differences in injection molding of thermosets are: (1) shorter barrel length, (2) lower temperatures in the barrel, these first two reasons to prevent premature curing; and (3) use of a heated mold to cause cross-linking of the TS polymer."
What is reaction injection molding?,Answer. Reaction injection molding involves the mixing of two highly reactive liquid ingredients and immediately injecting the mixture into a mold cavity where chemical reactions leading to solidification occur. The two ingredients form the components used in catalyst-activated or mixing-activated thermoset systems (Section 8.3.1).
What kinds of products are produced by blow molding?,"Answer. Blow molding is used to produce hollow, seamless containers, such as bottles."
What is the starting material form in thermoforming?,Answer. Thermoforming starts with a thermoplastic sheet or film.
What is the difference between a positive mold and a negative mold in thermoforming?,Answer. A positive mold has a convex shape; a negative mold has a concave cavity.
Why are the molds generally more costly in mechanical thermoforming than in pressure or vacuum thermoforming?,"Answer. In mechanical thermoforming, matching mold halves are required; while in other thermoforming processes, only one mold form is required."
What are the processes by which polymer foams are produced?,"Answer. There are several foaming processes: (1) mechanical agitation - mixing a liquid resin with air by, then hardening the polymer by means of heat or chemical reaction; (2) mixing a physical blowing agent with the polymer - a gas such as nitrogen (N2) or pentane (C5H12) which can be dissolved in the polymer melt under pressure, so that the gas comes out of solution and expands when the pressure is subsequently reduced; and (3) mixing the polymer with chemical compounds, called chemical blowing agents, that decompose at elevated temperatures to liberate gases such as CO2 or N2 within the melt."
What are some of the general considerations that product designers must keep in mind when designing components out of plastics?,"Answer. Some of the general considerations are : (1) Plastics are not as strong or stiff as metals and should not be used in applications where high stresses will be encountered. (2) Impact resistance of plastics is general good, better than many ceramics. (3) Service temperatures of plastics are limited relative to engineering metals and ceramics. (4) Thermal expansion is greater for plastics than metals; so dimensional changes due to temperature variations are much more significant than for metals. (5) Many types of plastics degrade from sunlight and certain other forms of radiation. Also, some plastics degrade in oxygen and ozone atmospheres. Finally, plastics are soluble in many common solvents."
"The problem in a certain thermoforming operation is that there is too much thinning in the walls of the large cup- shaped part. The operation is conventional pressure thermoforming using a positive mold, and the plastic is an ABS sheet with an initial thickness of 3.2 mm. (a) Why is thinning occurring in the walls of the cup? (b) What changes could be made in the operation to correct the problem?","Answer. (a) As the starting flat sheet is draped over the convex cup-shaped mold, the portion contacting the base of the cup experiences little stretching. However, the remaining portions of the sheet must be stretched significantly to conform to the sides of the cup. Hence, thinning in these sides results. (b)	The problem could be solved by either: (1) fabricating a negative mold to replace the current positive mold, since a negative mold will distribute the material more uniformly and result in approximately equal thinning throughout the sheet; or (2) prestretch the sheet as in Figure 13.38 in the text."
